Domain,Timestamp,Response Status,Response Time,Addresses
1691070081.7076807,google.com,557.37060546875,1,[<DNS IN A rdata: 142.250.219.142>]
1691070082.6868675,a-msedge.net,551.40966796875,1,[]
1691070083.644335,facebook.com,417.980224609375,1,[<DNS IN A rdata: 157.240.222.35>]
1691070084.3044906,microsoft.com,489.012939453125,1,[<DNS IN A rdata: 20.70.246.20>]
1691070085.1185434,amazonaws.com,415.954345703125,1,[<DNS IN A rdata: 72.21.210.29>]
1691070085.739918,googleapis.com,386.590087890625,1,[<DNS IN A rdata: 172.217.162.196>]
1691070086.5527017,apple.com,562.62353515625,1,[<DNS IN A rdata: 17.253.144.10>]
1691070087.5284982,youtube.com,359.449462890625,1,[<DNS IN A rdata: 172.217.28.238>]
1691070088.1096373,akamaiedge.net,422.722900390625,1,[]
1691070088.6918948,netflix.com,295.99560546875,1,[<DNS IN A rdata: 54.160.93.182>]
