Domain,Timestamp,Response Status,Response Time,Addresses
1691070112.9715374,google.com,346.61962890625,1,[<DNS IN A rdata: 142.251.129.206>]
1691070113.454593,a-msedge.net,238.26171875,1,[]
1691070113.8666337,facebook.com,342.52099609375,1,[<DNS IN A rdata: 31.13.85.36>]
1691070114.3744893,microsoft.com,357.176025390625,1,[<DNS IN A rdata: 20.76.201.171>]
1691070114.9224966,amazonaws.com,386.79248046875,1,[<DNS IN A rdata: 72.21.206.80>]
1691070115.4760206,googleapis.com,310.028564453125,1,[<DNS IN A rdata: 142.251.129.132>]
1691070115.9155045,apple.com,131569.30346679688,1,[<DNS IN A rdata: 17.253.144.10>]
1691070247.7484038,youtube.com,457.320068359375,1,[<DNS IN A rdata: 142.251.128.78>]
1691070248.5777814,akamaiedge.net,442.87744140625,1,[]
1691070249.1568906,netflix.com,332.884521484375,1,[<DNS IN A rdata: 54.237.226.164>]
