Domain,Timestamp,Response Status,Response Time,Addresses
1691070106.4158757,google.com,429.63330078125,1,[<DNS IN A rdata: 142.250.79.46>]
1691070107.3144097,a-msedge.net,363.9287109375,1,[]
1691070107.8455157,facebook.com,358.50830078125,1,[<DNS IN A rdata: 31.13.90.35>]
1691070108.4308836,microsoft.com,298.941650390625,1,[<DNS IN A rdata: 20.231.239.246>]
1691070108.9042914,amazonaws.com,209.36279296875,1,[<DNS IN A rdata: 207.171.166.22>]
1691070109.409039,googleapis.com,342.987060546875,1,[<DNS IN A rdata: 142.250.79.4>]
1691070110.0667787,apple.com,427.126708984375,1,[<DNS IN A rdata: 17.253.144.10>]
1691070110.9299774,youtube.com,478.862548828125,1,[<DNS IN A rdata: 142.251.133.174>]
1691070111.7025216,akamaiedge.net,493.88427734375,1,[]
1691070112.413642,netflix.com,394.56982421875,1,[<DNS IN A rdata: 3.230.129.93>]
