Domain,Timestamp,Response Status,Response Time,RCODE,TTL,Addresses,Error
google.com,1695128667.853,1,89.873,,,[],
google.com,1695128669.222,1,117.596,,,[],
google.com,1695128673.756,1,89.575,,,[],
google.com,1695128678.516,1,98.048,,,[],
google.com,1695128679.956,1,76.686,,,[],
google.com,1695128681.282,-1,3045.000,,,[],could not convert string to float: ''
google.com,1695128691.671,1,57.268,,,[],
google.com,1695128695.921,1,87.861,,,[],
google.com,1695128700.422,1,109.031,,,[],
google.com,1695128704.845,1,88.875,,,[],
google.com,1695128706.321,1,57.898,,,[],
google.com,1695128707.776,1,99.520,,,[],
google.com,1695128709.394,1,84.370,,,[],
google.com,1695128713.778,1,78.459,,,[],
google.com,1695128715.256,1,85.773,,,[],
google.com,1695128716.774,1,96.978,,,[],
google.com,1695128718.220,1,97.053,,,[],
google.com,1695128722.610,1,88.944,,,[],
google.com,1695128724.134,1,57.480,,,[],
google.com,1695128731.599,1,96.404,,,[],
google.com,1695128736.049,1,82.711,,,[],
google.com,1695128743.687,1,57.622,,,[],
google.com,1695128750.945,1,83.254,,,[],
google.com,1695128752.507,1,89.174,,,[],
google.com,1695128753.792,-1,3031.734,,,[],could not convert string to float: ''
google.com,1695128761.488,1,90.404,,,[],
google.com,1695128765.800,-1,3059.221,,,[],could not convert string to float: ''
google.com,1695128773.260,1,87.767,,,[],
google.com,1695128780.722,1,61.211,,,[],
google.com,1695128782.332,1,107.590,,,[],
google.com,1695128792.582,1,51.483,,,[],
google.com,1695128796.895,1,90.602,,,[],
google.com,1695128798.215,1,72.309,,,[],
google.com,1695128802.584,1,103.108,,,[],
google.com,1695128809.983,1,54.595,,,[],
google.com,1695128814.455,1,70.639,,,[],
google.com,1695128818.851,1,90.271,,,[],
google.com,1695128823.256,1,74.265,,,[],
google.com,1695128836.634,1,63.064,,,[],
google.com,1695128838.234,1,90.485,,,[],
google.com,1695128848.615,1,68.423,,,[],
google.com,1695128853.012,1,166.333,,,[],
google.com,1695128854.631,1,66.746,,,[],
google.com,1695128859.116,1,74.341,,,[],
google.com,1695128860.509,1,60.191,,,[],
google.com,1695128864.827,1,56.347,,,[],
google.com,1695128869.528,1,72.986,,,[],
google.com,1695128871.316,1,81.822,,,[],
google.com,1695128875.735,1,89.400,,,[],
google.com,1695128880.174,1,58.285,,,[],
google.com,1695128887.705,1,83.464,,,[],
google.com,1695128889.223,1,90.878,,,[],
google.com,1695128893.772,1,79.207,,,[],
google.com,1695128895.163,1,72.147,,,[],
google.com,1695128896.771,-1,3079.657,,,[],could not convert string to float: ''
google.com,1695128901.417,1,92.036,,,[],
google.com,1695128905.702,1,57.889,,,[],
google.com,1695128907.210,1,70.092,,,[],
google.com,1695128911.539,1,62.870,,,[],
google.com,1695128913.006,1,65.923,,,[],
google.com,1695128917.308,1,85.270,,,[],
google.com,1695128921.596,1,67.599,,,[],
google.com,1695128923.130,1,65.251,,,[],
google.com,1695128927.494,1,85.862,,,[],
google.com,1695128932.074,1,69.995,,,[],
google.com,1695128933.681,1,74.811,,,[],
google.com,1695128938.313,1,66.322,,,[],
google.com,1695128945.770,1,123.237,,,[],
google.com,1695128953.164,1,89.690,,,[],
google.com,1695128957.682,1,97.955,,,[],
google.com,1695128959.265,1,77.193,,,[],
google.com,1695128963.800,1,99.580,,,[],
google.com,1695128965.268,-1,3036.970,,,[],could not convert string to float: ''
google.com,1695128978.577,1,84.467,,,[],
google.com,1695128985.849,-1,3072.715,,,[],could not convert string to float: ''
google.com,1695128993.253,1,83.030,,,[],
google.com,1695128997.760,1,98.864,,,[],
google.com,1695128999.081,1,68.560,,,[],
google.com,1695129003.237,1,66.738,,,[],
google.com,1695129004.554,1,102.243,,,[],
google.com,1695129008.997,1,57.340,,,[],
google.com,1695129010.303,-1,3065.795,,,[],could not convert string to float: ''
google.com,1695129017.682,1,87.844,,,[],
google.com,1695129019.203,1,110.901,,,[],
google.com,1695129020.999,1,102.388,,,[],
google.com,1695129025.633,1,71.750,,,[],
google.com,1695129030.006,1,102.328,,,[],
google.com,1695129037.531,1,95.259,,,[],
google.com,1695129039.300,1,64.386,,,[],
google.com,1695129040.937,1,77.822,,,[],
google.com,1695129042.085,1,83.577,,,[],
google.com,1695129049.300,1,52.228,,,[],
google.com,1695129056.706,1,60.047,,,[],
google.com,1695129064.116,1,62.319,,,[],
google.com,1695129071.421,1,86.237,,,[],
google.com,1695129082.051,1,114.645,,,[],
google.com,1695129083.627,1,60.256,,,[],
google.com,1695129085.220,1,79.640,,,[],
google.com,1695129092.639,1,63.832,,,[],
google.com,1695129102.909,1,65.322,,,[],
google.com,1695129110.339,1,60.285,,,[],
google.com,1695129114.837,1,107.534,,,[],
google.com,1695129122.550,1,88.749,,,[],
google.com,1695129132.980,1,65.875,,,[],
google.com,1695129134.560,1,80.677,,,[],
google.com,1695129138.768,1,86.962,,,[],
google.com,1695129143.204,1,109.218,,,[],
google.com,1695129147.533,1,103.040,,,[],
google.com,1695129151.944,1,69.922,,,[],
google.com,1695129153.326,1,61.321,,,[],
google.com,1695129157.712,1,75.911,,,[],
google.com,1695129162.144,1,50.967,,,[],
google.com,1695129163.573,-1,3061.412,,,[],could not convert string to float: ''
google.com,1695129167.781,1,88.864,,,[],
google.com,1695129169.111,1,94.319,,,[],
google.com,1695129179.553,1,79.870,,,[],
google.com,1695129180.948,1,81.921,,,[],
